date,AQI,IPRC,PM2_5,PM10,SO2,NO2,CO,O3
2014/10/24,97,0.597779808,60.95833333,143.125,19.45833333,58.41666667,1.939166667,22.16666667
2014/10/25,101,0.620982987,69.29166667,146.625,21.3125,58.33333333,2.020833333,28.70833333
2014/10/26,112,0.741101157,82.58333333,153.7916667,22.16666667,62.45833333,1.835416667,24.58333333
2014/10/27,100,0.597663376,66.02083333,145.9583333,29.0625,45.47916667,1.481458333,35.04166667
2014/10/28,92,0.52539927,64.72916667,101.7708333,27.875,41.64583333,1.295208333,14.91666667
2014/10/29,148,0.852999983,112.2083333,148.1875,23.5625,45.64583333,1.555208333,10.3125
2014/10/30,162,1.037868838,123.4583333,184.4166667,34.16666667,47.66666667,1.776666667,11.60416667
2014/10/31,94,0.522602718,64.10416667,108.7916667,22.0625,39.04166667,1.57875,13.0625
2014/11/1,49,0.332897377,24.52083333,51.5,19.89583333,37.60416667,1.269583333,19.22916667
2014/11/2,70,0.419380238,27.5,89.33333333,20.5,41.25,1.240416667,27.75
2014/11/3,82,0.511163338,47.52083333,113.3541667,24.0625,51.91666667,1.65625,16.97916667
2014/11/4,115,0.780339343,82.375,176.5833333,31.25,65.83333333,2.019583333,15.91666667
2014/11/5,68,0.453233481,42.04166667,86.125,22.45833333,49.97916667,1.613333333,29.125
2014/11/6,106,0.719465368,75.91666667,151.8958333,36.5,59.85416667,2.03875,16.4375
2014/11/7,127,0.821073369,95.66666667,168.75,42.875,53.66666667,1.900416667,10.91666667
2014/11/8,159,1.053485632,120.875,198.1041667,38.1875,51.10416667,2.086041667,15.14583333
2014/11/9,183,1.180059976,138.8333333,206.4375,42.39583333,52.58333333,2.257916667,10.29166667
2014/11/10,172,1.107230441,130.5833333,195.9166667,39.375,47.04166667,2.235,9.208333333
2014/11/11,79,0.468353445,42.625,99.375,24.08333333,43.20833333,1.53,23.79166667
2014/11/12,79,0.497161631,47.29166667,106.4583333,25.20833333,47.72916667,1.735208333,19.02083333
2014/11/13,84,0.526678872,55.125,115.875,28.08333333,47,1.835,17
2014/11/14,116,0.795927174,87.5,167.9166667,53.45833333,53,2.165416667,12.08333333
2014/11/15,96,0.576990246,68.79166667,117.625,36.41666667,44.16666667,1.80625,18.5
2014/11/16,104,0.711751802,75.83333333,144.4583333,36.45833333,57.64583333,2.081458333,12.75
2014/11/17,129,0.857506451,97.70833333,182.4166667,45.29166667,56.125,2.230416667,14.83333333
2014/11/18,207,1.472291929,158,254.6458333,57.10416667,71.77083333,2.439166667,14.70833333
2014/11/19,175,1.186265102,134.3541667,199.5833333,51.4375,71.14583333,2.105,16.3125
2014/11/20,162,1.080951184,122.1041667,195.4375,42.54166667,58,2.121041667,20.1875
2014/11/21,207,1.476472683,160.3541667,259.0833333,55.52083333,65.85416667,2.5975,8.270833333
2014/11/22,242,1.642457852,192.3125,285.2916667,63.66666667,58.89583333,2.894375,7.1875
2014/11/23,192,1.271617178,145.375,210.0416667,91.6875,51.58333333,2.76875,7.25
2014/11/24,83,0.502362833,59.70833333,96.58333333,28.1875,37.1875,1.857291667,8.270833333
2014/11/25,63,0.405313446,43.6875,69.83333333,26.45833333,37.70833333,1.479583333,16.85416667
2014/11/26,95,0.582214672,65.02083333,137.6875,37.83333333,45.0625,1.775,7.9375
2014/11/27,94,0.574833703,62.39583333,134.625,39.16666667,44.39583333,1.783541667,7.958333333
2014/11/28,77,0.481328527,49.83333333,103.2708333,31.0625,43.5625,1.356041667,11.3125
2014/11/29,119,0.791723264,86.89583333,182.5625,46.625,48.91666667,2.182708333,6.395833333
2014/11/30,69,0.413641343,32.5,85.4375,28.25,34.47916667,1.044375,28.60416667
2014/12/1,60,0.376338048,26.20833333,70.08333333,27.75,39.20833333,0.955,22.875
2014/12/2,96,0.594578129,59.76080247,141.9459877,47.50617284,43.85802469,1.757361111,15.02777778
2014/12/3,72,0.440008434,28.61419753,94.84567901,30.86882716,37.32947531,1.152638889,38.88888889
2014/12/4,70,0.452399659,35.25,88.91666667,34.91666667,48.5,1.455416667,20.5
2014/12/5,103,0.719071018,65.0625,155.7291667,52.35416667,55.45833333,2.07,11.77083333
2014/12/6,132,0.889580823,100.3333333,197.4583333,57.27083333,57.89583333,2.321666667,8.604166667
2014/12/7,96,0.58728496,53.29166667,141.9166667,40.41666667,47.16666667,1.89625,14.04166667
2014/12/8,119,0.813304293,80.875,182.7916667,76.29166667,53.875,2.209583333,12.54166667
2014/12/9,110,0.730198677,77.375,157.4166667,58.25,49.375,1.929166667,10.33333333
2014/12/10,82,0.489567299,35.41666667,114.0416667,33.04166667,40.04166667,1.40875,18.83333333
2014/12/11,95,0.58782367,56.85416667,139.5,47.33333333,46.16666667,1.73125,12.39583333
2014/12/12,85,0.522640612,45.41666667,119.8333333,34.95833333,46.33333333,1.545833333,18.125
2014/12/13,117,0.809631043,82,182.625,51.08333333,59.625,2.263333333,12.20833333
2014/12/14,142,0.952989091,108.3958333,210.4375,56.97916667,65.35416667,2.417083333,12.20833333
2014/12/15,97,0.550355321,48.875,135.5416667,33.29166667,39.25,1.457708333,27.1875
2014/12/16,59,0.379304579,23.54166667,66.91666667,30.33333333,38.70833333,1.29875,30.625
2014/12/17,99,0.647120828,64.33333333,146.8333333,55.47916667,64.22916667,2.135625,13.8125
2014/12/18,154,1.037228347,114.75,238.3333333,76.875,76.45833333,2.739791667,13.4375
2014/12/19,137,0.910298787,102.9791667,197.4583333,61.27083333,60.4375,2.29625,13.89583333
2014/12/20,72,0.47492853,39.75,93.5,67.41666667,37.91666667,1.529583333,14.79166667
2014/12/21,59,0.373367148,24.91666667,68.875,30.91666667,30.29166667,1.27875,27.04166667
2014/12/22,89,0.578061725,57.16666667,127.625,66.29166667,45.91666667,1.87875,13.20833333
2014/12/23,104,0.745258405,73.8125,154.1666667,63.52083333,58.77083333,2.238125,12.66666667
2014/12/24,185,1.310786506,142.0833333,257.9583333,74.83333333,67.875,3.080416667,12.72916667
2014/12/25,130,0.869379637,95.54166667,181.375,92.54166667,49.58333333,2.506666667,9.625
2014/12/26,152,1.146348503,116.125,223.2916667,141.3333333,55.45833333,2.9725,9.375
2014/12/27,154,1.101557653,115.4791667,211.6875,91.85416667,56.60416667,2.832291667,12.20833333
2014/12/28,85,0.555272296,54.45833333,115.875,47.08333333,48.375,2.296666667,15.91666667
2014/12/29,97,0.645554187,64.375,142.1666667,56.04166667,58,2.78375,11.33333333
2014/12/30,99,0.637953719,66.16666667,143.4583333,51.20833333,50.58333333,2.642083333,17.83333333
2014/12/31,72,0.403418637,23.75,92.58333333,16.95833333,24.45833333,1.35625,32.625
2015/1/1,106,0.674795967,59.625,161.6666667,25.83333333,36.125,1.619583333,45.04166667
2015/1/2,109,0.777557693,78.625,164.75,72.54166667,52.875,2.565,9.208333333
2015/1/3,151,1.040241991,114.625,225.3333333,95.875,66.41666667,3.289583333,11.20833333
2015/1/4,223,1.684716062,173.0833333,306.6041667,101.5416667,84.41666667,3.931458333,11.625
2015/1/5,91,0.537417698,40.91666667,128.5416667,40.20833333,37.45833333,1.81,20.08333333
2015/1/6,65,0.408466128,28.14583333,78.91666667,37.47916667,32.83333333,1.478541667,20.95833333
2015/1/7,92,0.566339842,64.33333333,125.125,40.41666667,43.25,1.995,16
2015/1/8,99,0.600029142,63.20833333,135.5208333,42.25,50.41666667,2.216041667,14.89583333
2015/1/9,110,0.785722744,75.875,169.3958333,53.79166667,61.70833333,2.560833333,11.66666667
2015/1/10,160,1.171421894,121.7083333,235.2083333,64.58333333,70.875,3.114583333,14.125
2015/1/11,202,1.545359708,154.2083333,282.8541667,71.8125,80.72916667,3.562291667,13.83333333
2015/1/12,218,1.630431441,170.1041667,306.3333333,74.10416667,73.9375,3.697083333,14.8125
2015/1/13,199,1.482184921,150.5416667,281.875,60.875,64.41666667,3.400416667,11.125
2015/1/14,248,1.762621907,196.2708333,348.875,60.08333333,69.04166667,3.855208333,11.3125
2015/1/15,246,1.738291557,196.8125,338.5416667,50.97916667,63.29166667,3.732291667,16.22916667
2015/1/16,144,0.941412525,104.375,199.8333333,48.52083333,60.1875,3.325416667,16.60416667
2015/1/17,95,0.630149142,67.125,138.5,58,51.58333333,2.595,11.08333333
2015/1/18,75,0.499120595,45.89583333,98.875,34.4375,42.625,2.402083333,20.47916667
2015/1/19,110,0.808795142,71.8125,169.1875,63.27083333,66.75,3.168958333,11.35416667
2015/1/20,104,0.623483829,62.875,141.9583333,49.33333333,49.04166667,2.347083333,23.125
2015/1/21,69,0.414291011,20.5,87.125,26.83333333,36.79166667,1.519583333,30.77083333
2015/1/22,84,0.561586977,52.83333333,116.9166667,56.91666667,51.5,2.093333333,16.95833333
2015/1/23,129,0.921903213,97.9375,196.2916667,72.875,68.79166667,2.986041667,14.33333333
2015/1/24,173,1.255535178,131.1666667,252.2916667,91.47916667,67.33333333,3.219375,12.04166667
2015/1/25,203,1.488371528,157.4166667,299.4583333,48.16666667,54.25,3.24125,8
2015/1/26,240,1.713706822,190.4166667,350.8333333,62.33333333,62.77083333,3.454375,10.9375
2015/1/27,149,1.055397484,115.4583333,206.0833333,49.16666667,46.91666667,2.89,10.25
2015/1/28,63,0.429808202,44.97916667,69.29166667,40.47916667,29.54166667,2.058333333,18.64583333
2015/1/29,73,0.471245357,48.20833333,85.91666667,47.45833333,30.20833333,2.287916667,22.20833333
2015/1/30,61,0.421555632,33.22916667,71.5,39.27083333,35.625,2.200416667,20.375
2015/1/31,87,0.542643229,61.83333333,102.125,43.25,37.33333333,2.279166667,14.70833333
2015/2/1,146,0.92955369,111.25,176.5416667,53,43.66666667,2.809583333,14.58333333
2015/2/2,173,1.183249299,131.3333333,213.375,64.41666667,50.20833333,3.175,11.08333333
2015/2/3,201,1.459976791,152.1458333,244.1666667,58.97916667,57.16666667,3.697708333,12.83333333
2015/2/4,125,0.830473403,93.0625,155.8333333,41.9375,49.625,2.967083333,22.8125
2015/2/5,77,0.525893907,52.27083333,101.0625,42.47916667,48.20833333,2.4875,19.39583333
2015/2/6,83,0.569085281,55.33333333,115.9166667,44.89583333,51.75,2.720416667,18.20833333
2015/2/7,66,0.439647041,35.5625,81.41666667,36.10416667,34.125,2.007291667,30.6875
2015/2/8,74,0.487732389,39.83333333,97.08333333,41.41666667,39.75,2.177916667,23.79166667
2015/2/9,86,0.577559286,54.91666667,121.7916667,56.91666667,47.58333333,2.455416667,19.20833333
2015/2/10,103,0.65544075,74.58333333,142.5833333,44.125,46.54166667,2.902083333,26.125
2015/2/11,96,0.592031995,47.4375,139.4166667,34.97916667,42.3125,2.860833333,23.91666667
2015/2/12,94,0.586544752,45.04166667,137.125,36.91666667,44.125,2.754583333,24
2015/2/13,93,0.611548385,54.25,134.5833333,47.58333333,48.79166667,2.853541667,26.375
2015/2/14,124,0.869055174,92.16666667,187.4375,60.14583333,53.41666667,3.314583333,16
2015/2/15,97,0.553422742,40.95833333,141.5833333,26.83333333,28.70833333,2.112916667,35.33333333
2015/2/16,71,0.447291375,32.83333333,91.20833333,26.625,31.04166667,2.231666667,28.91666667
2015/2/17,88,0.577173028,55,126.2083333,43.375,41.70833333,2.449583333,31.54166667
2015/2/18,130,0.83870105,87.58333333,203.2083333,48.79166667,32.95833333,2.465416667,35.625
2015/2/19,103,0.602503425,74.91666667,142.2916667,32.08333333,18.70833333,1.954166667,51.375
2015/2/20,92,0.536805493,67.45833333,106.6666667,23.5,21.33333333,2.016666667,30.5
2015/2/21,110,0.6672724,77.22916667,135.6041667,21.58333333,27.125,2.248541667,29.64583333
2015/2/22,126,0.707650057,44.20833333,202.4166667,21.72916667,17.27083333,1.727083333,39.70833333
2015/2/23,104,0.644214864,49.33333333,157.5208333,32.1875,25.22916667,1.957708333,28.4375
2015/2/24,108,0.719327385,70.4375,165.5416667,36.25,34.45833333,2.399166667,27.9375
2015/2/25,91,0.543032642,45.625,131.4583333,23.875,31.04166667,2.329583333,32.83333333
2015/2/26,107,0.715529253,62.41666667,163.5416667,47.54166667,31.70833333,2.461666667,29.91666667
2015/2/27,90,0.546716183,53.83333333,129.2916667,28.91666667,24.58333333,2.252916667,39.29166667
2015/2/28,90,0.493586981,59.33333333,107.9166667,19.33333333,24.125,1.974583333,24.95833333
2015/3/1,63,0.41953284,32.04166667,76.25,26.75,37.25,2.155416667,20.95833333
2015/3/2,76,0.485291309,45.1875,101.7291667,28.5,35.10416667,2.074375,29.72916667
2015/3/3,116,0.640938519,36.16666667,180.625,16.54166667,17.625,1.230833333,54.66666667
2015/3/4,66,0.405733294,29.22916667,82.10416667,29.72916667,24.47916667,1.426875,36.16666667
2015/3/5,78,0.466532027,55.91666667,92.66666667,20.625,27.875,1.559166667,26.125
2015/3/6,100,0.608593237,75,118.375,28.20833333,45.75,1.932916667,28.875
2015/3/7,111,0.745626102,83.58333333,148.8125,29.89583333,50.75,2.0875,30.375
2015/3/8,100,0.595800401,68.97916667,131.5416667,28.375,49.89583333,2.062916667,33.375
2015/3/9,78,0.477440954,36.29166667,105.375,33,38.16666667,1.482083333,31.54166667
2015/3/10,88,0.535841176,52.41666667,125.3333333,41.29166667,34.27083333,1.46,26.72916667
2015/3/11,86,0.535773652,53.06730769,121.6025641,33.95512821,41.01923077,1.627628205,30.77564103
2015/3/12,103,0.732462141,72.39102564,152.7724359,38.83653846,62.73076923,2.079871795,33.51602564
2015/3/13,108,0.771932188,75.66666667,165.4166667,46.66666667,59.08333333,2.096666667,43
2015/3/14,124,0.809826302,78.5,192.125,43.66666667,53.04166667,1.678333333,44.83333333
2015/3/15,154,1.10300662,110.1041667,252.8333333,51.64583333,71.16666667,2.119166667,22.4375
2015/3/16,181,1.28110426,136.9791667,286.0208333,42.89583333,70.35416667,2.529791667,46.64583333
2015/3/17,155,1.105624815,112.9583333,254.9583333,40.54166667,71.83333333,2.350833333,19.45833333
2015/3/18,83,0.491746388,60.58333333,99.375,15.5625,30.375,1.556666667,31.91666667
2015/3/19,64,0.404190172,42.16666667,75.89583333,16.54166667,33.72916667,1.741666667,15.64583333
2015/3/20,53,0.347077535,27.66666667,57.70833333,17.20833333,27.83333333,1.351666667,40.75
2015/3/21,72,0.449933783,37.04166667,94.25,20,39.625,1.496041667,37
2015/3/22,93,0.560700707,57.66666667,135.1666667,24.375,43.25,1.619166667,28.125
2015/3/23,51,0.346751067,30.58333333,56.66666667,13.45833333,26.625,1.35625,44.5
