date,month,AQI,PM2_5,PM10,SO2,NO2,CO,O3,AQI_SO2,AQI_CO,AQI_NO2,AQI_O3,AQI_PM2_5,AQI_PM10,manual_AQI,AQI_max_1,AQI_max_2,quarter_1,quarter_2,quarter_3,quarter_4,PM25_ratio,PM10_ratio,mean/max,median/max
2014/6/11,6,80.0,44.97916667,107.9583333,20.6875,52.8125,1.298541667,59.45833333,20.6875,32.463541675,66.015625,29.729166665,62.473958337499994,78.97916665,78.97916665,66.015625,78.97916665,0,1,0,0,0.791018201222056,1.0,0.4433722501824383,0.4529139329997418
2014/6/12,6,142.0,101.4375,195.0625,19.95833333,42.39583333,1.41375,66.27083333,19.95833333,35.34375,52.994791662500006,33.135416665,133.046875,122.53125,133.046875,52.994791662500006,133.046875,0,1,0,0,1.0,0.9209630064591897,0.3644462244921499,0.27854320194809357
2014/6/13,6,67.0,45.54166667,80.0,10.33333333,31.04166667,1.044583333,39.02083333,10.33333333,26.114583325,38.8020833375,19.510416665,63.177083337499994,65.0,65.0,38.8020833375,65.0,0,1,0,0,0.9719551282692307,1.0,0.4312126736104166,0.437890625
2014/6/14,6,74.0,53.66666667,83.33333333,8.604166667,31.625,1.188541667,29.47916667,8.604166667,29.713541675,39.53125,14.739583335,73.3333333375,66.66666666500001,73.3333333375,39.53125,73.3333333375,0,1,0,0,1.0,0.9090909090165291,0.4157937500246317,0.36662500003466497
2014/6/15,6,64.0,41.75,74.5625,9.291666667,33.91666667,1.280625,45.58333333,9.291666667,32.015625,42.395833337499994,22.791666665,58.4375,62.28125,62.28125,42.395833337499994,62.28125,0,1,0,0,0.9382839939789263,1.0,0.46132392660966753,0.5074043029002514
2014/6/16,6,70.0,42.04166667,86.85416667,11.6875,37.95833333,1.259375,66.89583333,11.6875,31.484374999999996,47.447916662500006,33.447916665,58.802083337499994,68.42708333499999,68.42708333499999,47.447916662500006,68.42708333499999,0,1,0,0,0.8593393210933941,1.0,0.4733928999578453,0.46054209640832655
2014/6/17,6,56.0,19.97916667,63.4375,9.604166667,24.75,1.183333333,67.85416667,9.604166667,29.583333324999998,30.9375,33.927083335,28.541666671428572,56.71875,56.71875,33.927083335,56.71875,0,1,0,0,0.5032139578433688,1.0,0.45884761026913856,0.32959778938509804
2014/6/18,6,77.0,41.04166667,104.3125,14.41666667,42.79166667,1.245,62.95833333,14.41666667,31.125000000000004,53.489583337499994,31.479166665,57.552083337499994,77.15625,77.15625,53.489583337499994,77.15625,0,1,0,0,0.7459160254353989,1.0,0.4262286132854004,0.4018374276333133
2014/6/19,6,52.0,25.33333333,57.875,12.25,23.95833333,1.143958333,29.1875,12.25,28.598958325,29.9479166625,14.59375,36.19047618571428,53.9375,53.9375,29.9479166625,53.9375,0,1,0,0,0.6709705897699055,1.0,0.43124010077177827,0.4258459322678185
2014/6/20,6,65.0,38.16666667,79.04166667,15.875,36.70833333,1.329166667,32.20833333,15.875,33.229166675,45.885416662500006,16.104166665,53.958333337499994,64.52083333499999,64.52083333499999,45.885416662500006,64.52083333499999,0,1,0,0,0.8362931869980939,1.0,0.42873835879478167,0.4359515023116099
2014/6/21,6,69.0,38.6875,87.45833333,10.83333333,37.75,1.374791667,58.0,10.83333333,34.369791675,47.1875,29.0,54.609375,68.72916666500001,68.72916666500001,47.1875,68.72916666500001,0,1,0,0,0.7945589572790435,1.0,0.44612474194554064,0.4369938065912146
2014/6/22,6,75.0,47.54166667,97.72916667,12.0625,38.72916667,1.4025,66.52083333,12.0625,35.0625,48.411458337499994,33.260416665,65.6770833375,73.86458333499999,73.86458333499999,48.411458337499994,73.86458333499999,0,1,0,0,0.8891552672765104,1.0,0.45019967312896353,0.4413771051139159
2014/6/23,6,67.0,38.8125,82.0625,12.64583333,28.8125,1.435208333,65.35416667,12.64583333,35.880208325,36.015625,32.677083335,54.765625,66.03125,66.03125,36.015625,66.03125,0,1,0,0,0.8293894936109797,1.0,0.4653418803412034,0.412033511043412
2014/6/24,6,53.0,32.20833333,56.60416667,9.145833333,18.08333333,1.228125,64.875,9.145833333,30.703124999999996,22.6041666625,32.4375,46.01190475714286,53.302083335,53.302083335,32.4375,53.302083335,0,1,0,0,0.8632290124189169,1.0,0.4679378077405267,0.38760436732177267
2014/6/25,6,53.0,34.625,53.79166667,10.75,29.95833333,1.378333333,38.04166667,10.75,34.458333325,37.4479166625,19.020833335,49.464285714285715,51.895833335,51.895833335,37.4479166625,51.895833335,0,1,0,0,0.9531456098793507,1.0,0.522215336925037,0.6003098372672155
2014/6/26,6,67.0,41.45833333,79.54166667,13.39583333,37.64583333,1.555416667,74.02083333,13.39583333,38.885416675,47.057291662500006,37.010416665,58.072916662500006,64.77083333499999,64.77083333499999,47.057291662500006,64.77083333499999,0,1,0,0,0.8965905434957457,1.0,0.5188431988404885,0.4972498689786381
2014/6/27,6,76.0,41.5625,97.27083333,19.54166667,42.29166667,1.4875,83.95833333,19.54166667,37.1875,52.864583337499994,41.979166665,58.203125,73.63541666500001,73.63541666500001,52.864583337499994,73.63541666500001,0,1,0,0,0.7904229735643609,1.0,0.49023345471802043,0.4310344827905259
2014/6/28,6,87.0,61.25,121.875,18.375,45.45833333,1.58375,44.375,18.375,39.59375,56.822916662500006,22.1875,82.8125,85.9375,85.9375,56.822916662500006,85.9375,0,1,0,0,0.9636363636363636,1.0,0.4005703703658119,0.36854700853333333
2014/6/29,6,58.0,37.29166667,50.5,12.02083333,28.4375,1.369583333,58.35416667,12.02083333,34.239583325,35.546875,29.177083335,52.864583337499994,50.25,52.864583337499994,35.546875,52.864583337499994,0,1,0,0,1.0,0.9505418718462628,0.5368761156508746,0.5631917172402319
2014/6/30,6,100.0,71.9375,129.0,15.89583333,48.83333333,1.763541667,57.75,15.89583333,44.088541674999995,61.041666662500006,28.875,96.171875,89.5,96.171875,61.041666662500006,96.171875,0,1,0,0,1.0,0.930625507717303,0.42012946812273905,0.4131136950775194
2014/7/1,7,103.0,70.72916667,145.3541667,18.75,46.02083333,1.631458333,76.6875,18.75,40.786458325000005,57.526041662500006,38.34375,94.6614583375,97.67708335,97.67708335,57.526041662500006,97.67708335,0,0,1,0,0.9691265862055451,1.0,0.4118367492625858,0.4016052743811712
2014/7/2,7,69.0,28.20833333,79.45833333,13.08333333,40.125,1.255416667,92.04166667,13.08333333,31.385416675,50.15625,46.020833335,40.29761904285714,64.72916666500001,64.72916666500001,50.15625,64.72916666500001,0,0,1,0,0.6225573589014958,1.0,0.4602482269222183,0.37120869168415727
2014/7/3,7,64.0,29.70833333,78.72916667,12.16666667,46.3125,1.113958333,60.4375,12.16666667,27.848958325,57.890625,30.21875,42.44047618571428,64.36458333499999,64.36458333499999,57.890625,64.36458333499999,0,0,1,0,0.6593762281474465,1.0,0.48365837521741595,0.4827996824140651
2014/7/4,7,78.0,40.375,103.1666667,14.41666667,50.875,1.116666667,74.95833333,14.41666667,27.916666675000002,63.59375,37.479166665,56.71875,76.58333335,76.58333335,63.59375,76.58333335,0,0,1,0,0.7406147985330545,1.0,0.46027194390136617,0.4422455572076751
2014/7/5,7,74.0,44.70833333,93.0,12.22916667,31.625,1.027708333,89.91666667,12.22916667,25.692708325,39.53125,44.958333335,62.135416662500006,71.5,71.5,44.958333335,71.5,0,0,1,0,0.8690268064685316,1.0,0.48836357527419355,0.4103942652150538
2014/7/6,7,76.0,45.04166667,99.5625,12.60416667,31.29166667,1.0675,101.7083333,12.60416667,26.687499999999996,39.1145833375,51.42361108333334,62.552083337499994,74.78125,74.78125,51.42361108333334,74.78125,0,0,1,0,0.8364674746343501,1.0,0.4773057491281624,0.3752560427612473
2014/7/7,7,78.0,46.10416667,99.10416667,13.4375,37.16666667,1.115208333,100.2916667,13.4375,27.880208324999998,46.458333337499994,50.24305558333333,63.880208337499994,74.55208333499999,74.55208333499999,50.24305558333333,74.55208333499999,0,0,1,0,0.8568534302449216,1.0,0.4939250102936684,0.4151433318437413
2014/7/8,7,84.0,49.72916667,116.2083333,12.79166667,39.4375,1.061666667,87.41666667,12.79166667,26.541666675,49.296875,43.708333335,68.4114583375,83.10416665,83.10416665,49.296875,83.10416665,0,0,1,0,0.8232013038000905,1.0,0.43979204025092633,0.3836500539071065
2014/7/9,7,38.0,15.625,39.75,8.291666667,21.16666667,0.834583333,47.125,8.291666667,20.864583324999998,26.4583333375,23.5625,22.321428571428573,39.75,39.75,26.4583333375,39.75,0,0,1,0,0.5615453728661276,1.0,0.4696478043147657,0.3903625110875331
2014/7/10,7,26.0,13.66666667,25.58333333,5.458333333,21.91666667,0.85875,43.29166667,5.458333333,21.46875,27.3958333375,21.645833335,19.52380952857143,25.58333333,27.3958333375,27.3958333375,25.58333333,0,0,1,0,0.7631456494247003,1.0,0.4264693615571534,0.410972088592033
2014/7/11,7,48.0,21.75,48.70833333,7.5625,30.66666667,1.036666667,64.9375,7.5625,25.916666675,38.3333333375,32.46875,31.071428571428573,48.70833333,48.70833333,38.3333333375,48.70833333,0,0,1,0,0.6379078577975349,1.0,0.4482814672236125,0.40359319861405196
2014/7/12,7,66.0,26.58333333,81.375,6.666666667,37.29166667,0.9825,66.41666667,6.666666667,24.5625,46.614583337499994,33.208333335,37.97619047142857,65.6875,65.6875,46.614583337499994,65.6875,0,0,1,0,0.5781342031806443,1.0,0.44918757467895537,0.3924731182795699
2014/7/13,7,72.0,29.04166667,92.625,9.791666667,41.5,0.95625,71.70833333,9.791666667,23.90625,51.875,35.854166665,41.48809524285715,71.3125,71.3125,51.875,71.3125,0,0,1,0,0.5817787238262176,1.0,0.4419665617040036,0.38079172291497976
2014/7/14,7,67.0,31.75,82.41666667,7.833333333,40.125,0.93875,58.875,7.833333333,23.46875,50.15625,29.4375,45.35714285714286,66.20833333499999,66.20833333499999,50.15625,66.20833333499999,0,0,1,0,0.6850669783159384,1.0,0.4488144590374594,0.43604651161027114
2014/7/15,7,75.0,42.0,100.0,14.0,49.0,1.14,92.0,14.0,28.499999999999996,61.25,46.0,58.75,75.0,75.0,61.25,75.0,0,0,1,0,0.7833333333333333,1.0,0.49689999999999995,0.455
2014/7/16,7,81.0,38.0,111.0,11.0,47.0,1.12,62.0,11.0,28.000000000000004,58.75,31.0,53.75,80.5,80.5,58.75,80.5,0,0,1,0,0.6677018633540373,1.0,0.4055855855855856,0.38288288288288286
2014/7/17,7,63.0,25.0,75.0,7.0,32.0,0.87,88.0,7.0,21.75,40.0,44.0,35.714285714285715,62.5,62.5,44.0,62.5,0,0,1,0,0.5714285714285714,1.0,0.4315719696969697,0.32386363636363635
2014/7/18,7,66.0,35.0,82.0,6.0,26.0,0.94,81.0,6.0,23.5,32.5,40.5,50.0,66.0,66.0,40.5,66.0,0,0,1,0,0.7575757575757576,1.0,0.46939024390243905,0.3719512195121951
2014/7/19,7,49.0,15.0,49.0,3.0,14.0,0.8,44.0,3.0,20.0,17.5,22.0,21.42857142857143,49.0,49.0,22.0,49.0,0,0,1,0,0.4373177842565598,1.0,0.427891156462585,0.29591836734693877
2014/7/20,7,38.0,11.0,38.0,4.0,17.0,0.85,27.0,4.0,21.25,21.25,13.5,15.714285714285715,38.0,38.0,21.25,38.0,0,0,1,0,0.4135338345864662,1.0,0.4291666666666667,0.3684210526315789
2014/7/21,7,54.0,17.0,58.0,6.0,24.0,0.88,45.0,6.0,22.0,30.0,22.5,24.285714285714285,54.0,54.0,30.0,54.0,0,0,1,0,0.4497354497354497,1.0,0.4335632183908046,0.35344827586206895
2014/7/22,7,69.0,26.0,87.0,9.0,27.0,0.95,74.0,9.0,23.75,33.75,37.0,37.142857142857146,68.5,68.5,37.0,68.5,0,0,1,0,0.5422314911366006,1.0,0.4290229885057471,0.3045977011494253
2014/7/23,7,51.0,26.0,52.0,6.0,23.0,1.01,60.0,6.0,25.25,28.75,30.0,37.142857142857146,51.0,51.0,30.0,51.0,0,0,1,0,0.7282913165266107,1.0,0.4666944444444444,0.4083333333333333
2014/7/24,7,52.0,16.20833333,54.29166667,10.33333333,32.54166667,0.887083333,78.0,10.33333333,22.177083324999998,40.677083337499994,39.0,23.154761899999997,52.145833335,52.145833335,40.677083337499994,52.145833335,0,0,1,0,0.4440385821671901,1.0,0.41081641737820507,0.3125
2014/7/25,7,68.0,33.5,86.5,12.70833333,49.125,0.91875,69.29166667,12.70833333,22.96875,61.40625,34.645833335,47.85714285714286,68.25,68.25,61.40625,68.25,0,0,1,0,0.7012035583464156,1.0,0.485633429672447,0.47760115606936415
2014/7/26,7,81.0,50.45833333,111.3541667,12.0625,44.10416667,1.063541667,81.22916667,12.0625,26.588541675,55.130208337499994,40.614583335,69.3229166625,80.67708335,80.67708335,55.130208337499994,80.67708335,0,0,1,0,0.8592640410878215,1.0,0.44942469589839495,0.4246024320525044
2014/7/27,7,77.0,49.33333333,102.1875,12.02083333,36.14583333,1.116458333,109.2291667,12.02083333,27.911458324999998,45.182291662500006,57.690972249999994,67.9166666625,76.09375,76.09375,57.690972249999994,76.09375,0,0,1,0,0.8925393565503081,1.0,0.4730621780330156,0.39128361610031404
2014/7/28,7,87.0,60.5625,123.8333333,12.54166667,36.125,1.081041667,114.4583333,12.54166667,27.026041675000002,45.15625,62.04861108333334,81.953125,86.91666665,86.91666665,62.04861108333334,86.91666665,0,0,1,0,0.942893097016854,1.0,0.4691815276323503,0.3903936743984909
2014/7/29,7,86.0,60.16666667,118.0833333,7.5,36.8125,1.158541667,93.70833333,7.5,28.963541675,46.015625,46.854166665,81.4583333375,84.04166665,84.04166665,46.854166665,84.04166665,0,0,1,0,0.9692612793692139,1.0,0.44803016945180807,0.4106386733833842
2014/7/30,7,85.0,54.875,116.25,8.375,32.70833333,1.227083333,90.25,8.375,30.677083324999998,40.885416662500006,45.125,74.84375,83.125,83.125,45.125,83.125,0,0,1,0,0.900375939849624,1.0,0.4353912783698925,0.3767025089462366
2014/7/31,7,91.0,64.04166667,113.875,7.208333333,26.41666667,1.080416667,102.625,7.208333333,27.010416675,33.0208333375,52.1875,86.3020833375,81.9375,86.3020833375,52.1875,86.3020833375,0,0,1,0,1.0,0.9494266746674991,0.46139346262714964,0.3971825832711306
2014/8/1,8,119.0,87.27083333,147.8958333,10.14583333,31.95833333,1.225,106.4375,10.14583333,30.625000000000004,39.9479166625,55.364583333333336,115.3385416625,98.94791665,115.3385416625,55.364583333333336,115.3385416625,0,0,1,0,1.0,0.8578911717085713,0.4337887965930501,0.4030849416093726
2014/8/2,8,109.0,80.29166667,157.1666667,12.04166667,39.41666667,1.2625,102.875,12.04166667,31.5625,49.270833337499994,52.395833333333336,106.6145833375,103.58333335,106.6145833375,52.395833333333336,106.6145833375,0,0,1,0,1.0,0.9715681486283707,0.416812477864939,0.3808324495692826
2014/8/3,8,110.0,82.27083333,157.0416667,9.770833333,43.47916667,1.314583333,94.1875,9.770833333,32.864583325000005,54.348958337499994,47.09375,109.0885416625,103.52083335,109.0885416625,54.348958337499994,109.0885416625,0,0,1,0,1.0,0.9489615661952336,0.4118488546390345,0.4003714512283637
2014/8/4,8,91.0,55.83333333,130.3333333,8.458333333,34.16666667,1.15,81.29166667,8.458333333,28.749999999999996,42.708333337499994,40.645833335,76.0416666625,90.16666665,90.16666665,42.708333337499994,90.16666665,0,0,1,0,0.8433456563019124,1.0,0.39799659000332394,0.34526854228779247
2014/8/5,8,79.0,52.875,105.75,8.8125,27.97916667,1.240208333,87.60416667,8.8125,31.005208324999998,34.9739583375,43.802083335,72.34375,77.875,77.875,43.802083335,77.875,0,0,1,0,0.9289727126805778,1.0,0.4480079458991332,0.38228920411347517
2014/8/6,8,77.0,53.95833333,82.70833333,8.375,26.66666667,1.299583333,33.20833333,8.375,32.489583325,33.3333333375,16.604166665,73.6979166625,66.35416666500001,73.6979166625,33.3333333375,73.6979166625,0,0,1,0,1.0,0.900353356918748,0.41554911839055114,0.3619647355309608
2014/8/7,8,47.0,29.375,47.75,5.916666667,27.41666667,1.130833333,22.91666667,5.916666667,28.270833324999998,34.2708333375,11.458333335,41.964285714285715,47.75,47.75,34.2708333375,47.75,0,0,1,0,0.8788332086761407,1.0,0.46947934848167544,0.5270506108900523
2014/8/8,8,35.0,21.5625,34.5625,3.75,27.25,1.102708333,28.85416667,3.75,27.567708325,34.0625,14.427083335,30.80357142857143,34.5625,34.5625,34.0625,34.5625,0,0,1,0,0.8912425729785586,1.0,0.5645901145412899,0.7061482820976492
2014/8/9,8,39.0,24.35416667,40.95833333,4.3125,30.70833333,1.321666667,65.22916667,4.3125,33.041666674999995,38.3854166625,32.614583335,34.79166667142857,40.95833333,40.95833333,38.3854166625,40.95833333,0,0,1,0,0.8494404884865117,1.0,0.42640476948827055,0.4220696262959019
2014/8/10,8,61.0,34.41666667,71.70833333,6.833333333,39.375,1.435833333,63.91666667,6.833333333,35.895833325,49.21875,31.958333335,49.16666667142857,60.854166665,60.854166665,49.21875,60.854166665,0,0,1,0,0.8079424855505672,1.0,0.5059519659410088,0.5145264381645335
2014/8/11,8,79.0,52.75,103.0416667,6.041666667,49.5,1.55375,73.33333333,6.041666667,38.84375,61.875,36.666666665,72.1875,76.52083335,76.52083335,61.875,76.52083335,0,0,1,0,0.9433705415859797,1.0,0.46295255415189573,0.49615851176832726
2014/8/12,8,59.0,37.16666667,73.54166667,6.916666667,45.5,1.259166667,22.83333333,6.916666667,31.479166675,56.875,11.416666665,52.708333337499994,61.770833335,61.770833335,56.875,61.770833335,0,0,1,0,0.853288364294009,1.0,0.4242889518311937,0.4079320113129549
2014/8/13,8,53.0,25.58333333,58.79166667,7.583333333,36.95833333,1.08,44.95833333,7.583333333,27.0,46.197916662500006,22.479166665,36.54761904285714,54.395833335,54.395833335,46.197916662500006,54.395833335,0,0,1,0,0.6718826939882774,1.0,0.49597448613204964,0.5318922748954279
2014/8/14,8,58.0,27.70833333,64.54166667,12.16666667,42.95833333,0.95625,61.70833333,12.16666667,23.90625,53.697916662500006,30.854166665,39.58333332857143,57.270833335,57.270833335,53.697916662500006,57.270833335,0,0,1,0,0.6911604218683651,1.0,0.5423875618312517,0.5474499676411905
2014/8/15,8,67.0,33.72916667,83.83333333,13.75,56.77083333,1.062083333,62.58333333,13.75,26.552083324999998,70.9635416625,31.291666665,48.18452381428571,66.91666666500001,70.9635416625,70.9635416625,66.91666666500001,0,0,1,0,0.7200676037183434,1.0,0.5004547713777517,0.5397614314329925
2014/8/16,8,85.0,56.27083333,118.0625,16.27083333,54.47916667,1.402083333,37.25,16.27083333,35.052083325,68.0989583375,18.625,76.5885416625,84.03125,84.03125,68.0989583375,84.03125,0,0,1,0,0.9114292797322425,1.0,0.40054408563684496,0.3884771484171519
2014/8/17,8,79.0,56.625,98.16666667,15.83333333,36.70833333,1.4425,33.25,15.83333333,36.0625,45.885416662500006,16.625,77.03125,74.08333333499999,77.03125,45.885416662500006,77.03125,0,0,1,0,1.0,0.9617308992778903,0.4109097339928384,0.35632427840895337
2014/8/18,8,78.0,53.14583333,89.83333333,17.54166667,34.25,1.343333333,59.04166667,17.54166667,33.583333325,42.8125,29.520833335,72.6822916625,69.91666666500001,72.6822916625,42.8125,72.6822916625,0,0,1,0,1.0,0.9619491222106457,0.4733874459043929,0.48643320964699194
2014/8/19,8,77.0,48.4375,104.125,16.45833333,51.27083333,1.110833333,68.66666667,16.45833333,27.770833324999998,64.0885416625,34.333333335,66.796875,77.0625,77.0625,64.0885416625,77.0625,0,0,1,0,0.8667883211678832,1.0,0.4642963852148859,0.4787915165906363
2014/8/20,8,87.0,52.64583333,124.125,19.9375,60.64583333,1.226666667,60.14583333,19.9375,30.666666675,75.8072916625,30.072916665,72.0572916625,87.0625,87.0625,75.8072916625,87.0625,0,0,1,0,0.8276501554917445,1.0,0.4279646413655589,0.4543470963141994
2014/8/21,8,107.0,77.64583333,158.8125,18.54166667,52.75,1.328333333,68.14583333,18.54166667,33.208333325,65.9375,34.072916665,103.3072916625,104.40625,104.40625,65.9375,104.40625,0,0,1,0,0.9894742092786591,1.0,0.3958800122398006,0.38062442606847696
2014/8/22,8,77.0,50.875,102.0416667,16.83333333,39.83333333,1.121666667,61.29166667,16.83333333,28.041666675,49.791666662500006,30.645833335,69.84375,76.02083335,76.02083335,49.791666662500006,76.02083335,0,0,1,0,0.9187448614044955,1.0,0.4442575199806428,0.44446712927906346
2014/8/23,8,72.0,36.14583333,93.5625,15.79166667,45.25,1.080625,46.4375,15.79166667,27.015625,56.5625,23.21875,51.432291662500006,71.78125,71.78125,56.5625,71.78125,0,0,1,0,0.7165142939486288,1.0,0.42443665107993767,0.43498107323981294
2014/8/24,8,55.0,20.83333333,62.83333333,14.08333333,40.58333333,0.910416667,50.41666667,14.08333333,22.760416675000002,50.729166662500006,25.208333335,29.761904757142855,56.416666665,56.416666665,50.729166662500006,56.416666665,0,0,1,0,0.5275374550904949,1.0,0.503078028294593,0.4887267904238051
2014/8/25,8,67.0,26.58333333,84.58333333,19.75,60.0,1.053333333,46.70833333,19.75,26.333333325,75.0,23.354166665,37.97619047142857,67.29166666500001,75.0,75.0,67.29166666500001,0,0,1,0,0.564352056555331,1.0,0.47030213464513504,0.4332512315047587
2014/8/26,8,93.0,49.91666667,134.7916667,26.54166667,67.95833333,1.393333333,57.875,26.54166667,34.833333325,84.9479166625,28.9375,68.6458333375,92.39583335,92.39583335,84.9479166625,92.39583335,0,0,1,0,0.7429537766867276,1.0,0.41851828948290115,0.3998454404080753
2014/8/27,8,65.0,36.83333333,80.35416667,13.25,29.77083333,1.095833333,66.89583333,13.25,27.395833325,37.2135416625,33.447916665,52.291666662500006,65.17708333499999,65.17708333499999,37.2135416625,65.17708333499999,0,0,1,0,0.8023014223224602,1.0,0.47332123408562843,0.41444127554412485
2014/8/28,8,59.0,31.5,68.79166667,13.60416667,33.29166667,1.087708333,60.47916667,13.60416667,27.192708324999998,41.614583337499994,30.239583335,45.0,59.395833335,59.395833335,41.614583337499994,59.395833335,0,0,1,0,0.7576289021183409,1.0,0.5057646880748267,0.47092671108560014
2014/8/29,8,64.0,37.66666667,76.3125,13.0625,32.60416667,1.124166667,60.375,13.0625,28.104166675,40.755208337499994,30.1875,53.333333337499994,63.15625,63.15625,40.755208337499994,63.15625,0,0,1,0,0.8444664358238495,1.0,0.48298116299645094,0.46041496045864044
2014/8/30,8,41.0,21.91666667,46.16666667,7.375,28.29166667,1.10375,34.875,7.375,27.59375,35.3645833375,17.4375,31.30952381428572,46.16666667,46.16666667,35.3645833375,46.16666667,0,0,1,0,0.678184631307403,1.0,0.5044359205772971,0.543772563209836
2014/8/31,8,48.0,26.29166667,52.125,7.166666667,32.91666667,1.229583333,33.0,7.166666667,30.739583324999998,41.145833337499994,16.5,37.55952381428572,51.0625,51.0625,41.145833337499994,51.0625,0,0,1,0,0.7355598299003323,1.0,0.4883439914948041,0.5679456435491607
2014/9/1,9,69.0,46.08333333,82.4375,9.979166667,43.89583333,1.507708333,23.27083333,9.979166667,37.692708325,54.869791662500006,11.635416665,63.854166662500006,66.21875,66.21875,54.869791662500006,66.21875,0,0,1,0,0.9642913323265693,1.0,0.41885140255749304,0.4073793277331312
2014/9/2,9,58.0,32.85416667,67.83333333,11.95833333,39.29166667,1.303541667,38.8125,11.95833333,32.588541675,49.114583337499994,19.40625,46.93452381428571,58.916666665,58.916666665,49.114583337499994,58.916666665,0,0,1,0,0.7966255810287992,1.0,0.47187602377503074,0.5282555283060567
2014/9/3,9,52.0,22.125,56.375,16.25,47.0625,1.056666667,48.3125,16.25,26.416666675000002,58.828125,24.15625,31.607142857142858,53.1875,58.828125,58.828125,53.1875,0,0,1,0,0.5942588551284204,1.0,0.5652081793555063,0.6136363636363636
2014/9/4,9,72.0,40.89583333,93.45833333,20.91666667,60.97916667,1.234791667,53.9375,20.91666667,30.869791675000002,76.2239583375,26.96875,57.369791662500006,71.72916666500001,76.2239583375,76.2239583375,71.72916666500001,0,0,1,0,0.7998112111135594,1.0,0.4840344033467333,0.5073562193493484
2014/9/5,9,84.0,51.6875,113.75,17.54166667,56.875,1.441041667,61.25,17.54166667,36.026041674999995,71.09375,30.625,70.859375,81.875,81.875,71.09375,81.875,0,0,1,0,0.8654580152671756,1.0,0.443289682545055,0.4771978021978022
2014/9/6,9,73.0,45.66666667,95.45833333,14.45833333,44.66666667,1.169583333,63.20833333,14.45833333,29.239583325,55.833333337499994,31.604166665,63.333333337499994,72.72916666500001,72.72916666500001,55.833333337499994,72.72916666500001,0,0,1,0,0.8708106560497463,1.0,0.4620304088559417,0.47315582720115773
2014/9/7,9,71.0,50.58333333,81.66666667,6.958333333,35.91666667,1.282916667,35.91666667,6.958333333,32.072916675,44.895833337499994,17.958333335,69.4791666625,65.83333333499999,69.4791666625,44.895833337499994,69.4791666625,0,0,1,0,1.0,0.9475262369623701,0.43331547618639527,0.43979591839021237
