data,AQI,IPRC
2016/3/22,134.1136824131012,0
2016/3/23,177.98611499428745,0
2016/3/24,152.03836906313896,0
2016/3/25,118.77716043829918,0
2016/3/26,58.513900855779646,0
2016/3/27,74.06951265335083,0
2016/3/28,96.53134385228157,0
2016/3/29,115.14349441289903,0
2016/3/30,131.01421012401582,0
2016/3/31,111.9154309284687,0
2016/4/1,138.2077134346962,0
2016/4/2,151.66304428696634,0
2016/4/3,70.46902506589889,0
2016/4/4,89.07472702741623,0
2016/4/5,110.63011079192162,0
2016/4/6,66.95142870903015,0
2016/4/7,77.09897022604942,0
2016/4/8,118.48852093338965,0
2016/4/9,77.20759918689728,0
2016/4/10,111.30722080588339,0
2016/4/11,133.7337642288208,0
2016/4/12,133.7581867313385,0
2016/4/13,122.49519818782807,0
2016/4/14,97.32666583657264,0
2016/4/15,76.43276260137557,0
2016/4/16,57.53169552803038,0
2016/4/17,112.41678570747375,0
2016/4/18,87.16438124299049,0
2016/4/19,100.2244844174385,0
2016/4/20,90.63239730715752,0
2016/4/21,99.55671222448349,0
2016/4/22,95.68464251995087,0
2016/4/23,64.74441420555114,0
2016/4/24,74.29514820098876,0
2016/4/25,70.16685286045075,0
2016/4/26,83.05065791130068,0
2016/4/27,76.58907865524291,0
2016/4/28,77.32720100402832,0
2016/4/29,101.3122627401352,0
2016/4/30,101.30853931665422,0
2016/5/1,85.63390508651733,0
