data,AQI,IPRC
2016/1/31,0,0.45193548684805807
2016/2/1,0,0.40411195398149347
2016/2/2,0,0.5425041685906911
2016/2/3,0,0.91983265381512
2016/2/4,0,0.8584018171467723
2016/2/5,0,0.5030531452714979
2016/2/6,0,0.34718416387027334
2016/2/7,0,0.4663026748698943
2016/2/8,0,1.6580996137085255
2016/2/9,0,1.1518525991220059
2016/2/10,0,1.2505351705183088
2016/2/11,0,1.419063909033675
2016/2/12,0,0.6892215788150826
2016/2/13,0,0.40487416483681454
2016/2/14,0,0.32610496572820846
2016/2/15,0,0.39605943366233887
2016/2/16,0,0.40085490774258015
2016/2/17,0,0.4573360180842776
2016/2/18,0,0.5806515579374287
2016/2/19,0,1.1043915290861606
2016/2/20,0,0.9340014226104809
2016/2/21,0,0.680299044189002
2016/2/22,0,0.8087735122254065
2016/2/23,0,0.6621681153339388
2016/2/24,0,0.7751357449110919
2016/2/25,0,0.7404756818807015
2016/2/26,0,0.5605215632437088
2016/2/27,0,0.529382823909392
2016/2/28,0,0.49570560372564654
2016/2/29,0,0.3897450885435837
2016/3/1,0,0.5898388866221578
2016/3/2,0,0.618982453247125
2016/3/3,0,0.6584495318570804
2016/3/4,0,1.0045593168015832
2016/3/5,0,0.9327100140348741
2016/3/6,0,1.1926837497391376
2016/3/7,0,1.1754039929105733
2016/3/8,0,1.1043961261921753
2016/3/9,0,0.6506909193090165
2016/3/10,0,0.4332736869796321
2016/3/11,0,0.5489793618440817
2016/3/12,0,0.9434199095462377
2016/3/13,0,0.6205673338347599
2016/3/14,0,0.6063852319405498
2016/3/15,0,0.7997120041070802
2016/3/16,0,1.217701839101369
2016/3/17,0,1.3136238689623987
2016/3/18,0,0.9011717352712716
2016/3/19,0,0.849553419410764
2016/3/20,0,0.8287585759017202
2016/3/21,0,0.7571015909795531
2016/3/22,0,0.8724632901001763
2016/3/23,0,1.18726545576734
2016/3/24,0,1.0273152318592762
2016/3/25,0,0.7518193087156935
2016/3/26,0,0.38243220169942965
2016/3/27,0,0.47290837083757964
2016/3/28,0,0.5940381174292692
2016/3/29,0,0.7741698095351913
2016/3/30,0,0.8714129318981998
2016/3/31,0,0.7637098354931258
2016/4/1,0,0.9130433296173195
2016/4/2,0,1.0557673465457815
2016/4/3,0,0.4296266345310032
2016/4/4,0,0.5565649013165618
2016/4/5,0,0.7168631741712633
2016/4/6,0,0.4252760377186372
2016/4/7,0,0.48194036103025506
2016/4/8,0,0.7681639325007394
2016/4/9,0,0.4766449412732864
2016/4/10,0,0.7440340507967855
2016/4/11,0,0.8633784632519996
2016/4/12,0,0.8710096359402115
2016/4/13,0,0.7876578426801119
2016/4/14,0,0.5929065823408075
2016/4/15,0,0.4646945451660449
2016/4/16,0,0.36547631390239277
2016/4/17,0,0.6546570326001446
2016/4/18,0,0.5515372764720518
2016/4/19,0,0.6099916456479951
2016/4/20,0,0.5738269702892966
2016/4/21,0,0.6145504603007497
2016/4/22,0,0.5886314630771425
2016/4/23,0,0.38378582656053106
2016/4/24,0,0.4574353938921426
2016/4/25,0,0.44814601010111765
2016/4/26,0,0.5250744521113366
2016/4/27,0,0.46420746336258933
2016/4/28,0,0.4887654618001356
2016/4/29,0,0.6412853671368011
2016/4/30,0,0.6410908166418139
2016/5/1,0,0.5512346259131289
